Car_No,Time,Longitude,Latitude,Unknown-0,Unknown-1,Unknown,Resources,Request
8049,2008-02-02 13:33:44,116.42503,39.88505,0,0,0,23,19
8049,2008-02-08 17:24:26,116.54573,39.95637,0,0,0,8,1
805,2008-02-02 13:41:43,116.35711,39.91705,0,0,0,32,0
805,2008-02-08 17:38:30,116.3919,39.87202,0,0,0,21,0
8050,2008-02-02 13:40:30,116.56583,40.07097,0,0,0,7,2
8050,2008-02-08 17:38:57,116.45446,39.93239,0,0,0,32,8
8051,2008-02-02 13:43:32,116.49728,39.96723,0,0,0,20,3
8051,2008-02-08 17:33:07,117.29762,40.19239,0,0,0,26,4
8052,2008-02-02 13:35:48,116.32642,39.98441,0,0,0,31,19
8052,2008-02-08 17:01:47,116.41028,40.06406,0,0,0,10,4
8053,2008-02-02 13:52:18,116.33001,39.96734,0,0,0,5,20
8053,2008-02-08 17:37:09,117.05051,40.17279,0,0,0,6,20
8054,2008-02-02 13:39:49,116.43491,39.91314,0,0,0,37,16
8054,2008-02-08 12:42:20,117.071,40.26108,0,0,0,39,2
8055,2008-02-02 15:24:00,116.4457,39.82301,0,0,0,27,2
8055,2008-02-05 11:57:04,116.47575,39.96959,0,0,0,9,16
8056,2008-02-02 13:46:35,116.37112,39.98951,0,0,0,40,2
8056,2008-02-08 16:01:54,116.41449,39.78828,0,0,0,26,0
8057,2008-02-02 13:44:39,116.33436,39.98694,0,0,0,29,14
8057,2008-02-08 15:51:00,116.45562,39.89716,0,0,0,7,11
8058,2008-02-02 13:46:07,116.45173,39.91712,0,0,0,9,18
8058,2008-02-08 15:31:02,116.5249,39.79586,0,0,0,9,13
8059,2008-02-02 13:38:34,116.43828,39.91197,0,0,0,12,2
8059,2008-02-08 17:34:33,117.11413,40.13236,0,0,0,31,1
806,2008-02-02 13:35:49,116.42084,39.89451,0,0,0,30,15
806,2008-02-08 17:34:21,116.26479,40.12026,0,0,0,39,10
8060,2008-02-02 13:36:01,116.5341,40.02248,0,0,0,35,0
8060,2008-02-08 17:37:36,116.61986,40.0171,0,0,0,10,13
8061,2008-02-02 14:21:20,116.38021,39.93227,0,0,0,16,6
8061,2008-02-08 17:35:43,116.35806,39.8981,0,0,0,7,13
8062,2008-02-02 13:38:02,116.42483,39.9073,0,0,0,19,3
8062,2008-02-08 17:37:49,117.2336,40.46453,0,0,0,33,7
8063,2008-02-02 13:32:21,116.36838,39.89318,0,0,0,1,4
8063,2008-02-08 17:38:02,116.35003,39.91248,0,0,0,37,17
8064,2008-02-02 13:38:18,116.39066,39.85585,0,0,0,10,6
8064,2008-02-08 17:37:19,116.39366,39.85439,0,0,0,11,19
8065,2008-02-02 13:31:10,116.42063,39.9046,0,0,0,36,5
8065,2008-02-08 17:37:36,116.47157,39.89827,0,0,0,24,18
8066,2008-02-02 13:39:23,116.36736,39.88181,0,0,0,14,14
8066,2008-02-08 17:30:58,116.19608,39.62721,0,0,0,10,20
8067,2008-02-02 13:33:47,116.3259,39.85219,0,0,0,9,14
8067,2008-02-08 17:36:42,116.33378,39.85928,0,0,0,12,17
8068,2008-02-03 04:55:09,116.37107,39.9789,0,0,0,13,19
8068,2008-02-04 10:42:53,116.3944,39.81535,0,0,0,23,1
8069,2008-02-02 13:31:58,116.29556,39.88245,0,0,0,8,10
8069,2008-02-08 17:35:33,116.27412,39.9062,0,0,0,5,3
807,2008-02-02 13:37:18,116.38777,39.95417,0,0,0,40,17
807,2008-02-08 16:46:02,115.96656,40.44653,0,0,0,11,20
8070,2008-02-02 13:33:39,116.3773,39.89867,0,0,0,24,7
8070,2008-02-08 17:38:15,116.5206,39.96397,0,0,0,15,14
8071,2008-02-02 13:44:59,116.31733,39.95193,0,0,0,39,5
8071,2008-02-08 17:34:30,117.10873,40.32108,0,0,0,29,18
8072,2008-02-03 18:34:44,116.17459,39.90618,0,0,0,37,5
8072,2008-02-08 17:36:38,116.40557,39.89919,0,0,0,7,16
8073,2008-02-03 02:30:54,116.85542,40.15203,0,0,0,35,7
8073,2008-02-06 18:59:01,117.06248,40.14403,0,0,0,10,19
8074,2008-02-02 13:48:20,116.31963,39.89168,0,0,0,20,9
8074,2008-02-08 17:30:20,117.10505,40.14546,0,0,0,17,4
8075,2008-02-02 13:37:49,116.37266,39.90591,0,0,0,39,13
8075,2008-02-08 17:18:50,116.66298,39.89882,0,0,0,29,13
8076,2008-02-02 15:07:28,116.37913,39.64968,0,0,0,6,3
8076,2008-02-08 17:37:42,116.38522,39.61358,0,0,0,15,15
8077,2008-02-02 13:38:43,116.35096,39.91692,0,0,0,4,16
8077,2008-02-08 17:30:53,116.33331,39.99546,0,0,0,14,11
8078,2008-02-02 13:49:03,116.34869,39.96719,0,0,0,28,18
8078,2008-02-08 17:26:11,116.80339,40.15012,0,0,0,26,17
8079,2008-02-02 13:34:58,116.28782,39.854,0,0,0,38,9
8079,2008-02-08 17:39:06,116.38795,39.88888,0,0,0,27,12
808,2008-02-02 13:35:58,116.35052,39.91393,0,0,0,1,13
808,2008-02-08 17:37:34,116.38802,39.80915,0,0,0,35,4
8080,2008-02-02 13:35:49,116.35764,39.88097,0,0,0,35,18
8080,2008-02-08 17:36:48,116.51615,39.74283,0,0,0,34,15
8081,2008-02-03 09:41:50,116.03505,39.77329,0,0,0,32,0
8081,2008-02-08 12:37:24,116.40207,39.9489,0,0,0,13,18
8082,2008-02-02 13:31:51,116.4588,39.89181,0,0,0,29,2
8082,2008-02-08 17:38:48,116.45483,39.92196,0,0,0,34,4
8083,2008-02-02 13:39:55,116.35068,39.90848,0,0,0,36,0
8083,2008-02-08 14:06:34,116.44423,39.91217,0,0,0,32,4
8084,2008-02-02 14:29:18,116.35422,39.92242,0,0,0,12,4
8084,2008-02-08 13:23:20,116.37446,39.85773,0,0,0,27,1
8085,2008-02-02 13:33:54,116.29958,39.91579,0,0,0,40,16
8085,2008-02-08 16:04:36,116.09738,39.96569,0,0,0,11,12
8086,2008-02-04 09:53:59,116.49088,40.01253,0,0,0,7,20
8086,2008-02-05 21:32:54,116.47765,40.12883,0,0,0,35,20
8087,2008-02-02 13:31:13,116.39782,39.81223,0,0,0,14,17
8087,2008-02-08 17:10:19,116.54435,40.00045,0,0,0,15,0
8088,2008-02-02 13:31:50,116.30382,39.85663,0,0,0,23,11
8088,2008-02-08 13:51:38,115.88895,40.3165,0,0,0,27,11
8089,2008-02-02 14:03:02,116.42705,39.93836,0,0,0,34,2
8089,2008-02-08 17:32:50,116.64119,39.88035,0,0,0,29,12
809,2008-02-02 13:36:14,116.4185,39.97623,0,0,0,15,6
809,2008-02-08 17:36:57,116.42428,39.83573,0,0,0,24,5
8090,2008-02-02 13:35:34,116.41228,39.95724,0,0,0,11,17
8090,2008-02-08 13:47:17,117.02915,40.58723,0,0,0,33,17
8091,2008-02-02 13:45:18,116.35109,39.90526,0,0,0,16,2
8091,2008-02-08 17:29:36,116.37999,39.79987,0,0,0,32,13
8092,2008-02-02 13:43:31,116.3605,39.9262,0,0,0,29,1
8092,2008-02-08 17:20:37,117.04065,40.09508,0,0,0,22,4
8093,2008-02-02 13:33:59,116.28885,39.8783,0,0,0,6,17
8093,2008-02-08 17:38:56,116.3328,39.96936,0,0,0,31,11
8094,2008-02-02 13:33:38,116.53681,39.75536,0,0,0,9,5
8094,2008-02-08 17:37:37,116.5459,39.74745,0,0,0,1,19
8095,2008-02-02 13:35:09,116.50463,40.00721,0,0,0,22,8
8095,2008-02-08 17:38:35,116.82314,40.37144,0,0,0,6,9
8096,2008-02-02 13:47:46,116.44913,39.92629,0,0,0,21,6
8096,2008-02-08 17:38:29,116.84262,40.38586,0,0,0,25,19
8097,2008-02-02 13:31:43,116.52248,39.95932,0,0,0,3,4
8097,2008-02-08 17:38:22,116.95382,40.03839,0,0,0,39,4
8098,2008-02-02 13:38:34,116.48554,39.80103,0,0,0,17,20
8098,2008-02-08 17:36:14,116.54986,39.76093,0,0,0,16,0
8099,2008-02-02 13:41:07,116.44079,39.92175,0,0,0,21,5
8099,2008-02-08 17:31:09,116.98024,40.16433,0,0,0,12,9
81,2008-02-02 13:37:30,116.48931,39.92167,0,0,0,31,19
81,2008-02-08 17:35:39,116.47199,39.9079,0,0,0,18,12
810,2008-02-02 13:42:01,116.34306,39.98512,0,0,0,10,2
810,2008-02-08 16:10:37,117.0877,40.16036,0,0,0,2,17
8100,2008-02-02 13:37:49,116.37865,39.97544,0,0,0,20,3
8100,2008-02-08 17:37:43,116.66996,40.42294,0,0,0,38,9
8101,2008-02-02 13:35:27,116.43456,39.95386,0,0,0,10,13
8101,2008-02-08 17:38:41,116.44842,39.95645,0,0,0,33,2
8102,2008-02-02 13:41:12,116.50383,39.86611,0,0,0,7,1
8102,2008-02-08 17:36:01,116.50451,39.91316,0,0,0,6,12
8103,2008-02-02 13:32:14,116.5202,39.92464,0,0,0,32,14
8103,2008-02-08 17:35:59,116.47157,39.92966,0,0,0,36,18
8104,2008-02-02 13:44:38,116.39689,39.96707,0,0,0,7,7
8104,2008-02-08 17:30:00,116.10433,40.34919,0,0,0,23,0
8105,2008-02-02 13:43:04,116.42051,39.99743,0,0,0,3,19
8105,2008-02-08 17:32:02,116.79965,40.48004,0,0,0,35,11
8106,2008-02-02 13:36:26,116.35271,39.84451,0,0,0,25,19
8106,2008-02-08 17:38:16,116.30419,39.93564,0,0,0,35,15
8107,2008-02-02 16:30:50,116.56418,40.0708,0,0,0,19,15
8107,2008-02-08 11:13:34,116.7635,39.99038,0,0,0,19,8
8108,2008-02-02 13:36:31,116.37786,39.83284,0,0,0,11,6
8108,2008-02-08 13:29:58,116.48313,39.91978,0,0,0,37,5
8109,2008-02-02 15:28:32,116.31377,39.8948,0,0,0,29,1
8109,2008-02-03 19:58:59,116.41833,39.96775,0,0,0,26,13
811,2008-02-02 13:35:42,116.30108,39.96547,0,0,0,21,20
811,2008-02-08 17:36:38,116.28239,39.95668,0,0,0,25,12
8110,2008-02-02 13:31:12,116.3573,39.9042,0,0,0,37,19
8110,2008-02-08 17:22:37,116.35275,39.7376,0,0,0,23,19
8111,2008-02-02 13:44:14,115.9863,39.69684,0,0,0,3,13
8111,2008-02-08 14:41:16,115.95901,39.63124,0,0,0,5,4
8112,2008-02-02 13:38:34,116.46333,39.91534,0,0,0,1,1
8112,2008-02-08 17:38:03,116.93248,40.56079,0,0,0,39,8
8113,2008-02-02 13:34:33,116.37231,39.89879,0,0,0,8,14
8113,2008-02-07 16:29:20,116.33471,39.878,0,0,0,16,20
8114,2008-02-02 13:40:18,116.58204,40.07204,0,0,0,32,13
8114,2008-02-08 17:38:43,116.51159,39.93928,0,0,0,25,10
8115,2008-02-02 13:44:06,116.4463,39.95133,0,0,0,31,13
8115,2008-02-08 17:36:50,117.3428,40.20259,0,0,0,4,8
8116,2008-02-02 13:35:13,116.39333,39.90172,0,0,0,27,12
8116,2008-02-08 16:38:29,116.51486,39.81867,0,0,0,25,6
8117,2008-02-02 13:35:40,116.28882,39.87362,0,0,0,10,17
8117,2008-02-08 14:58:15,116.24403,40.16605,0,0,0,6,17
8118,2008-02-02 19:43:26,116.44268,39.96392,0,0,0,1,3
8118,2008-02-08 14:39:54,116.32569,39.78552,0,0,0,20,5
8119,2008-02-02 13:41:40,116.34713,39.91685,0,0,0,31,18
8119,2008-02-08 17:37:50,116.38339,39.89321,0,0,0,3,11
812,2008-02-02 14:48:54,117.11781,40.1243,0,0,0,25,0
812,2008-02-08 17:36:26,116.39265,39.96196,0,0,0,6,8
8120,2008-02-02 13:35:21,116.461,40.011,0,0,0,7,0
8120,2008-02-08 17:37:01,116.99259,40.42943,0,0,0,2,6
8121,2008-02-02 13:37:08,116.36816,39.89682,0,0,0,7,12
8121,2008-02-08 03:30:51,115.98535,39.61978,0,0,0,11,16
8122,2008-02-02 13:35:04,116.33853,39.92151,0,0,0,31,11
8122,2008-02-08 17:37:27,116.40485,39.91765,0,0,0,8,1
8123,2008-02-02 13:35:36,116.41974,39.9314,0,0,0,1,6
8123,2008-02-08 17:32:44,116.41416,39.98722,0,0,0,20,2
8124,2008-02-02 13:44:11,116.31515,39.90485,0,0,0,22,11
8124,2008-02-08 13:43:43,115.91142,39.73384,0,0,0,8,1
8125,2008-02-02 13:38:08,116.4021,39.99739,0,0,0,4,16
8125,2008-02-08 14:22:10,116.03785,40.54504,0,0,0,13,14
8126,2008-02-02 16:43:33,116.45181,39.91308,0,0,0,26,19
8126,2008-02-08 16:45:43,116.45175,39.91428,0,0,0,24,20
8127,2008-02-02 13:35:16,116.43289,39.85781,0,0,0,21,5
8127,2008-02-08 17:19:24,116.1918,39.80774,0,0,0,3,0
8128,2008-02-02 13:34:04,116.35951,39.90268,0,0,0,38,11
8128,2008-02-08 17:36:03,116.4555,39.9261,0,0,0,33,19
8129,2008-02-02 13:39:02,116.48327,39.89793,0,0,0,2,20
8129,2008-02-08 17:36:30,116.46288,39.84234,0,0,0,26,18
813,2008-02-02 13:38:11,116.81157,39.84036,0,0,0,12,14
813,2008-02-08 17:37:20,117.18612,39.26431,0,0,0,5,18
8130,2008-02-02 13:37:53,116.35511,39.96133,0,0,0,38,19
8130,2008-02-08 17:38:29,116.41409,39.95597,0,0,0,34,20
8131,2008-02-02 13:43:27,116.42803,39.9346,0,0,0,30,0
8131,2008-02-08 17:37:56,117.16437,40.1883,0,0,0,19,19
8132,2008-02-02 13:49:28,116.34277,39.93803,0,0,0,18,5
8132,2008-02-08 17:32:46,117.1521,40.14088,0,0,0,13,6
8133,2008-02-02 13:50:10,116.39666,39.82164,0,0,0,16,15
8133,2008-02-08 17:39:02,116.47114,39.86687,0,0,0,4,3
8134,2008-02-02 13:43:42,116.41167,39.91129,0,0,0,21,10
8134,2008-02-08 17:37:08,116.49038,39.97043,0,0,0,7,1
8135,2008-02-02 13:53:39,116.41141,39.9694,0,0,0,3,6
8135,2008-02-08 16:09:43,116.63559,40.13408,0,0,0,39,1
8136,2008-02-02 13:36:58,117.18842,40.1769,0,0,0,6,17
8136,2008-02-08 17:39:19,116.43029,39.90696,0,0,0,0,6
8137,2008-02-02 13:49:22,116.30621,39.89638,0,0,0,29,11
8137,2008-02-08 17:33:08,116.19743,39.91399,0,0,0,21,9
8138,2008-02-02 13:49:12,116.3592,39.99155,0,0,0,23,0
8138,2008-02-08 17:33:57,116.44361,39.82507,0,0,0,1,11
8139,2008-02-02 13:43:58,116.30433,39.90137,0,0,0,8,5
8139,2008-02-08 17:36:24,116.39574,39.82156,0,0,0,12,18
814,2008-02-02 13:34:26,116.45587,39.94421,0,0,0,5,3
814,2008-02-08 14:46:21,117.06899,40.27964,0,0,0,35,8
8140,2008-02-02 13:40:21,116.40303,39.94987,0,0,0,10,0
8140,2008-02-08 17:34:51,116.34817,40.02762,0,0,0,15,0
8141,2008-02-04 05:02:47,116.60808,39.90842,0,0,0,30,2
8141,2008-02-08 15:58:45,116.60825,39.90834,0,0,0,5,6
8142,2008-02-02 14:56:02,116.40708,39.87184,0,0,0,6,16
8142,2008-02-08 17:37:58,116.42708,39.89918,0,0,0,0,5
8143,2008-02-02 13:43:57,116.49913,39.95941,0,0,0,31,5
8143,2008-02-08 17:32:36,117.04613,40.06129,0,0,0,9,14
8144,2008-02-02 13:46:31,116.33738,39.93097,0,0,0,24,2
8144,2008-02-08 17:32:54,117.28592,40.19413,0,0,0,18,15
8145,2008-02-02 13:36:15,116.45551,39.89488,0,0,0,4,19
8145,2008-02-08 13:08:36,116.63537,40.13464,0,0,0,8,1
8146,2008-02-02 13:39:35,116.51133,40.01195,0,0,0,32,17
8146,2008-02-08 17:36:55,117.19666,40.2033,0,0,0,31,10
8147,2008-02-02 13:34:47,116.28192,39.83284,0,0,0,17,17
8147,2008-02-08 17:36:50,116.59277,40.24952,0,0,0,2,11
8148,2008-02-02 13:38:28,116.47173,39.90727,0,0,0,30,11
8148,2008-02-08 17:35:01,116.59252,39.89221,0,0,0,24,3
8149,2008-02-02 13:43:00,116.2924,39.96173,0,0,0,7,11
8149,2008-02-08 16:36:26,116.29537,40.0036,0,0,0,2,1
815,2008-02-02 14:19:33,116.37234,39.99602,0,0,0,14,16
815,2008-02-08 17:38:21,116.73119,39.76734,0,0,0,18,18
8150,2008-02-02 13:32:39,116.40182,39.94765,0,0,0,33,20
8150,2008-02-08 17:13:38,116.14902,39.8077,0,0,0,17,19
8151,2008-02-02 13:39:04,116.32922,39.87942,0,0,0,37,15
8151,2008-02-08 17:38:23,116.36017,39.95665,0,0,0,0,20
8152,2008-02-02 13:35:22,116.20573,39.84115,0,0,0,20,7
8152,2008-02-08 17:38:25,116.27074,39.87545,0,0,0,38,9
8153,2008-02-02 13:39:36,116.39801,39.96092,0,0,0,21,14
8153,2008-02-08 17:35:22,116.6879,39.9906,0,0,0,6,8
8154,2008-02-02 13:32:59,116.31661,39.89573,0,0,0,10,3
8154,2008-02-08 16:27:33,116.41946,39.94416,0,0,0,2,4
8155,2008-02-02 13:32:39,116.43174,40.03582,0,0,0,3,2
8155,2008-02-08 16:42:17,116.44736,39.93301,0,0,0,0,12
8156,2008-02-02 13:41:29,116.45076,39.98388,0,0,0,6,15
8156,2008-02-08 17:30:45,116.40436,39.96753,0,0,0,5,10
8157,2008-02-02 13:32:44,116.41971,39.9354,0,0,0,3,6
8157,2008-02-08 17:36:58,116.34025,39.91125,0,0,0,0,3
8158,2008-02-02 13:36:22,116.32742,39.96601,0,0,0,12,6
8158,2008-02-08 04:17:37,116.15051,39.57275,0,0,0,32,4
8159,2008-02-02 13:37:21,116.10245,39.90749,0,0,0,24,17
8159,2008-02-08 17:35:19,116.43128,39.87625,0,0,0,1,9
816,2008-02-02 13:37:32,116.39401,39.86513,0,0,0,7,17
816,2008-02-08 17:37:05,116.59475,39.90848,0,0,0,11,10
8160,2008-02-02 19:26:55,116.4957,39.95875,0,0,0,36,19
8160,2008-02-08 17:33:15,116.36787,39.91332,0,0,0,17,7
8161,2008-02-02 13:49:12,116.38312,39.98662,0,0,0,29,7
8161,2008-02-08 17:38:45,117.04935,40.03836,0,0,0,2,16
8162,2008-02-02 13:34:02,116.44737,39.82319,0,0,0,16,19
8162,2008-02-08 17:36:50,116.34893,39.95097,0,0,0,14,20
8163,2008-02-02 13:39:31,116.4329,39.94585,0,0,0,7,9
8163,2008-02-08 17:38:59,116.69578,40.39065,0,0,0,37,18
8164,2008-02-02 13:47:03,116.47101,40.00077,0,0,0,25,13
8164,2008-02-08 17:39:13,116.38187,39.97712,0,0,0,13,19
8165,2008-02-02 13:48:23,116.43849,39.93505,0,0,0,16,12
8165,2008-02-08 17:38:33,116.32153,40.04774,0,0,0,40,3
8166,2008-02-02 13:51:37,116.29557,39.88524,0,0,0,2,18
8166,2008-02-08 17:31:00,116.96013,39.77004,0,0,0,32,15
8167,2008-02-02 13:37:55,116.6098,39.84731,0,0,0,11,20
8167,2008-02-08 17:38:32,116.60972,39.84729,0,0,0,1,16
8168,2008-02-02 13:39:00,116.34771,39.92803,0,0,0,18,10
8168,2008-02-08 17:34:41,116.39521,39.96754,0,0,0,19,13
8169,2008-02-02 13:39:50,116.411,39.9229,0,0,0,21,14
8169,2008-02-07 20:04:30,116.3879,39.89487,0,0,0,5,10
817,2008-02-02 13:48:19,116.33967,39.92315,0,0,0,13,8
817,2008-02-08 17:35:51,116.37327,39.9506,0,0,0,14,18
8170,2008-02-02 13:37:24,116.41277,39.89065,0,0,0,34,6
8170,2008-02-08 17:36:39,116.18541,39.80704,0,0,0,7,14
8171,2008-02-03 15:13:44,116.44772,39.92538,0,0,0,23,19
8171,2008-02-08 15:12:33,116.44686,39.82432,0,0,0,2,0
8172,2008-02-02 13:36:01,115.97825,39.69507,0,0,0,38,18
8172,2008-02-08 17:39:09,116.30361,39.90349,0,0,0,28,9
8173,2008-02-02 13:48:27,116.30658,39.89581,0,0,0,7,5
8173,2008-02-08 17:38:05,116.6283,40.33008,0,0,0,38,19
8174,2008-02-02 13:50:23,116.42808,39.92945,0,0,0,14,20
8174,2008-02-08 17:15:55,116.63051,39.89048,0,0,0,10,2
8175,2008-02-02 13:34:41,116.50003,39.92099,0,0,0,30,15
8175,2008-02-08 14:11:22,116.49995,39.9208,0,0,0,3,16
8176,2008-02-02 13:39:15,116.46014,39.97033,0,0,0,12,19
8176,2008-02-08 17:34:48,116.95731,40.32303,0,0,0,37,18
8177,2008-02-02 13:32:32,116.3543,39.93013,0,0,0,25,9
8177,2008-02-07 16:51:11,116.36651,39.85233,0,0,0,8,19
8178,2008-02-02 13:36:41,116.41973,39.93286,0,0,0,15,3
8178,2008-02-08 17:39:07,116.33306,39.91562,0,0,0,3,5
8179,2008-02-02 13:30:48,116.30572,40.03564,0,0,0,22,19
8179,2008-02-08 17:39:15,116.05715,39.71221,0,0,0,13,15
818,2008-02-02 13:35:14,116.54863,40.06347,0,0,0,12,13
818,2008-02-08 17:38:55,116.37303,39.93802,0,0,0,31,2
8180,2008-02-02 13:37:25,116.58371,40.05107,0,0,0,31,13
8180,2008-02-08 17:37:30,117.15846,40.18877,0,0,0,29,5
8181,2008-02-02 13:43:22,116.34452,39.95665,0,0,0,22,1
8181,2008-02-08 17:36:49,117.01397,40.35891,0,0,0,12,8
8182,2008-02-02 13:35:56,116.38626,39.95007,0,0,0,3,17
8182,2008-02-08 17:17:33,116.49865,39.90685,0,0,0,12,9
8183,2008-02-02 13:36:11,116.49494,40.00025,0,0,0,36,16
8183,2008-02-08 17:35:42,116.91293,40.27589,0,0,0,21,3
8184,2008-02-02 13:38:48,116.36394,39.88798,0,0,0,15,19
8184,2008-02-08 17:35:39,116.42118,39.89903,0,0,0,36,10
8185,2008-02-02 13:35:03,116.53468,39.94036,0,0,0,14,17
8185,2008-02-08 17:36:54,116.44458,39.95511,0,0,0,8,0
8186,2008-02-02 13:37:21,116.36243,39.9225,0,0,0,38,16
8186,2008-02-08 17:38:06,116.64071,39.79194,0,0,0,32,19
8187,2008-02-02 13:35:52,116.63646,40.0369,0,0,0,30,18
8187,2008-02-08 17:34:34,116.45324,39.95525,0,0,0,38,8
8188,2008-02-03 06:26:03,116.4634,39.89208,0,0,0,26,4
8188,2008-02-08 17:36:16,116.45829,39.86992,0,0,0,30,9
8189,2008-02-02 13:37:51,116.42799,39.83537,0,0,0,34,15
8189,2008-02-08 17:35:19,116.36934,39.97676,0,0,0,4,4
819,2008-02-02 13:50:03,116.37512,39.9214,0,0,0,19,9
819,2008-02-08 17:38:48,116.36835,39.89188,0,0,0,3,18
8190,2008-02-02 20:05:10,116.1857,40.04646,0,0,0,27,13
8190,2008-02-08 15:56:57,116.38351,39.88713,0,0,0,3,4
8191,2008-02-02 17:39:10,116.3544,39.94649,0,0,0,13,20
8191,2008-02-08 14:35:56,116.36233,39.95319,0,0,0,8,14
8192,2008-02-02 13:35:06,116.58449,40.04768,0,0,0,18,13
8192,2008-02-08 03:45:11,116.51799,40.3465,0,0,0,34,8
8193,2008-02-02 14:09:48,116.32567,39.85096,0,0,0,1,18
8193,2008-02-08 15:44:38,116.41954,39.8947,0,0,0,21,7
8194,2008-02-02 13:42:29,116.43878,39.86206,0,0,0,29,18
8194,2008-02-08 17:36:10,116.83966,40.37374,0,0,0,11,8
8195,2008-02-02 13:38:58,116.35023,39.88199,0,0,0,2,4
8195,2008-02-08 17:34:49,116.35223,39.82966,0,0,0,0,18
8196,2008-02-02 13:36:49,116.32324,39.89593,0,0,0,25,0
8196,2008-02-08 17:34:25,116.3636,39.73859,0,0,0,28,8
8197,2008-02-02 13:39:25,116.4028,39.91339,0,0,0,36,10
8197,2008-02-08 15:59:07,116.10912,39.93199,0,0,0,9,8
8198,2008-02-02 13:38:15,116.35112,39.93001,0,0,0,34,6
8198,2008-02-08 17:38:33,116.25544,39.86133,0,0,0,3,7
8199,2008-02-02 13:35:38,116.56724,39.96731,0,0,0,7,16
8199,2008-02-08 17:38:34,116.47789,39.86946,0,0,0,30,11
82,2008-02-02 13:33:09,117.20507,40.71646,0,0,0,6,13
82,2008-02-08 17:35:28,116.56239,40.06858,0,0,0,18,14
820,2008-02-02 13:31:22,116.5433,39.96717,0,0,0,2,19
820,2008-02-08 17:34:46,116.33993,40.41545,0,0,0,31,6
8200,2008-02-02 14:33:40,116.41531,39.86921,0,0,0,2,4
8200,2008-02-08 17:37:20,116.34899,39.88464,0,0,0,20,11
8201,2008-02-02 13:53:24,116.48422,39.98785,0,0,0,21,6
8201,2008-02-08 12:21:18,117.15155,40.14002,0,0,0,25,17
8202,2008-02-02 13:32:39,116.45928,39.85265,0,0,0,19,2
8202,2008-02-08 10:00:56,116.41125,39.92315,0,0,0,11,12
8203,2008-02-02 13:37:44,116.34693,40.0204,0,0,0,14,9
8203,2008-02-08 17:36:16,116.41516,39.87174,0,0,0,34,2
8204,2008-02-02 13:42:06,116.43329,39.86818,0,0,0,4,15
8204,2008-02-08 17:32:22,116.90228,40.38087,0,0,0,4,7
8205,2008-02-02 13:32:37,116.35991,39.88529,0,0,0,37,16
8205,2008-02-08 12:30:09,116.52393,39.66227,0,0,0,9,15
8206,2008-02-03 15:32:52,116.32752,39.74282,0,0,0,38,5
8206,2008-02-07 17:45:44,116.32803,39.74288,0,0,0,12,2
8207,2008-02-02 13:31:43,116.34276,39.89561,0,0,0,30,14
8207,2008-02-08 12:55:14,115.9871,40.03266,0,0,0,1,11
8208,2008-02-02 13:38:33,116.33837,39.93577,0,0,0,23,0
8208,2008-02-08 17:36:31,116.31639,40.16464,0,0,0,4,5
821,2008-02-02 16:17:24,116.27412,39.96165,0,0,0,33,0
821,2008-02-08 17:25:41,116.31578,39.96563,0,0,0,25,15
8210,2008-02-02 14:52:53,116.46639,39.83695,0,0,0,32,12
8210,2008-02-08 17:36:52,117.03215,40.14101,0,0,0,36,2
8211,2008-02-02 13:48:41,116.44374,39.82533,0,0,0,19,9
8211,2008-02-08 17:39:10,116.34058,39.71493,0,0,0,16,9
8212,2008-02-02 13:33:30,116.43015,39.90725,0,0,0,10,14
8212,2008-02-08 15:38:07,116.4297,39.8029,0,0,0,13,6
8213,2008-02-02 13:34:44,116.40213,39.9141,0,0,0,39,16
8213,2008-02-08 16:50:46,116.37324,39.89108,0,0,0,22,12
8214,2008-02-02 13:55:56,116.56538,40.0714,0,0,0,7,8
8214,2008-02-08 17:38:56,116.40808,39.85533,0,0,0,27,19
8215,2008-02-02 13:37:42,116.41205,39.90357,0,0,0,32,14
8215,2008-02-08 17:39:12,116.31909,39.9752,0,0,0,5,4
8216,2008-02-02 13:38:48,116.36661,39.81073,0,0,0,28,12
8216,2008-02-08 17:38:57,116.3573,39.89407,0,0,0,29,15
8217,2008-02-02 13:37:00,116.44361,39.82572,0,0,0,4,0
8217,2008-02-07 22:54:00,116.43486,39.9139,0,0,0,1,10
8218,2008-02-02 13:34:05,116.45161,39.91306,0,0,0,0,13
8218,2008-02-08 17:38:16,116.44025,39.88314,0,0,0,7,16
8219,2008-02-02 17:23:44,116.34296,39.87349,0,0,0,1,1
8219,2008-02-08 17:39:13,116.15542,39.75556,0,0,0,7,6
822,2008-02-02 13:37:07,116.39012,39.93188,0,0,0,29,13
822,2008-02-08 17:12:20,115.92482,39.62148,0,0,0,12,2
8220,2008-02-02 13:40:12,116.34728,39.91768,0,0,0,12,17
8220,2008-02-08 17:30:22,116.06668,39.80934,0,0,0,21,10
8221,2008-02-02 13:33:50,116.56871,40.03363,0,0,0,4,6
8221,2008-02-08 15:50:51,116.42507,39.86974,0,0,0,19,3
8222,2008-02-02 13:36:29,116.47184,39.8396,0,0,0,2,20
8222,2008-02-08 17:36:32,116.31738,39.88319,0,0,0,6,12
8223,2008-02-02 16:04:34,116.57213,39.70337,0,0,0,15,14
8223,2008-02-08 17:23:53,116.70433,39.62145,0,0,0,29,14
